access, exit, bonus, terminated
AU4G1YSBXHL2PQVO9WNI, EOyYaTeZChAlLjK5, 3200, false
AUTAWLKOZ6J2P719SR5V, EBqdFhSaDbrvliXm, 3980, false
AU4ZJSWE97NYIVRA5LGU, EGbnHz2YDgEJd6pk, 3077.5, false
