"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
12815,"false","dataResult",26,"F",7,"A","true","AU4GDJBSUOVLN39TFC7E","[object Object]","[object Object]","NA","NA",1512595233749,"lgc0"
24700,"false","dataResult",33,"M",2,"B","true","AU4JSCQYFEDHWXGBIUP7","[object Object]","[object Object]","NA","NA",1512595245707,"lgc0"
41313,"false","dataResult",50,"F",3,"A","true","AU34IZO8QLBCKU0V29D1","[object Object]","[object Object]","NA","NA",1512595262558,"lgc0"
45753,"false","dataResult",36,"F",5,"A","true","AU3DGMEJFONVXQUCPW0A","[object Object]","[object Object]","NA","NA",1512595266641,"lgc0"
