"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
31133,"false","questionary2","1\,1\,1\,1\,1\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU4JSCQYFEDHWXGBIUP7","[object Object]","[object Object]","NA","NA",1512595298399,"lgc0"
68265,"false","questionary2","2\,1\,3\,3\,2\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU4GDJBSUOVLN39TFC7E","[object Object]","[object Object]","NA","NA",1512595335338,"lgc0"
122822,"false","questionary2","2\,1\,2\,3\,2\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU34IZO8QLBCKU0V29D1","[object Object]","[object Object]","NA","NA",1512595390309,"lgc0"
127276,"false","questionary2","2\,2\,2\,3\,3\,2\,1\,1\,3\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU3DGMEJFONVXQUCPW0A","[object Object]","[object Object]","NA","NA",1512595394418,"lgc0"
