access, exit, bonus, terminated
AU34IZO8QLBCKU0V29D1, E9kVBxqiZ7cHJfSu, 2768.125, false
AU4JSCQYFEDHWXGBIUP7, E3ABFOH2u7sW1fxX, 4078.125, false
AU4GDJBSUOVLN39TFC7E, EioqLsOeuZI6kU2y, 4000.625, false
AU3DGMEJFONVXQUCPW0A, EtG0nNLH5f4gYbDm, 4128.125, false
