"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
19100,"false",900,100,"A","AUUB86MPEWR4FXZT3OJH","Module1","true","AUSW1YLGHXQOTRK3N0EF","[object Object]","[object Object]","NA","NA",1488023827663,"lgc0"
19031,"false",100,500,"B","AUSW1YLGHXQOTRK3N0EF","Module1","true","AUUB86MPEWR4FXZT3OJH","[object Object]","[object Object]","NA","NA",1488023827664,"lgc0"
21224,"false",400,1000,"B","AUMVF32Y1PSZBC4JGXK8","Module1","true","AU8XBJ7KGY2TN05WPV4E","[object Object]","[object Object]","NA","NA",1488023829915,"lgc0"
21335,"false",600,400,"A","AU8XBJ7KGY2TN05WPV4E","Module1","true","AUMVF32Y1PSZBC4JGXK8","[object Object]","[object Object]","NA","NA",1488023830115,"lgc0"
