access, exit, bonus, terminated
AUBWILR1QU6OEYP3AV0M, EnGARi8SFoharQt0, 2470.1875, false
AUJS4UVNGDCAHI9L5KPT, EoORVMey4ktKaEBC, 2409.4375, false
