"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
"13409","false","500","500","A","AU92TLWSYHJG3VZXPUE7","Module1","true","AUZ7KPO0HR5B6EYSQ2LD","[object Object]","[object Object]","NA","NA","1458942707991","lgc0"
"13583","false","500","1","B","AUZ7KPO0HR5B6EYSQ2LD","Module1","true","AU92TLWSYHJG3VZXPUE7","[object Object]","[object Object]","NA","NA","1458942708119","lgc0"
"15194","false","500","500","A","AULJD3P2WSGY8O6QAXN4","Module1","true","AUD0OPEUB5K1AWMS437X","[object Object]","[object Object]","NA","NA","1458942710463","lgc0"
"16030","false","500","250","B","AUD0OPEUB5K1AWMS437X","Module1","true","AULJD3P2WSGY8O6QAXN4","[object Object]","[object Object]","NA","NA","1458942710622","lgc0"
