"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
5857,"false","resultModule4",4,"A","1.00","NA","true","AUCKU05JXQIYL3WTFR1S","[object Object]","[object Object]","NA","NA",1488037135496,"lgc0"
7419,"false","resultModule4",3,"A","0.80","NA","true","AUHTSLYMJ4U6DQNE58IW","[object Object]","[object Object]","NA","NA",1488037136194,"lgc0"
4754,"false","resultModule4",7,"A","1.00","NA","true","AU84MFKAY3ISW6XP5JU9","[object Object]","[object Object]","NA","NA",1488037138987,"lgc0"
14759,"false","resultModule4",4,"A","1.00","NA","true","AU7OY0MBZV6GFCRNK3L5","[object Object]","[object Object]","NA","NA",1488037158822,"lgc0"
