"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
54234,"false","Module4","A\,A\,A\,A\,A\,A\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUZD9TQRGOJNK8V4WE5S","[object Object]","[object Object]","NA","NA",1489612657736,"lgc0"
58229,"false","Module4","A\,A\,A\,A\,A\,A\,A\,A\,A\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUDNKE1W9XO4Q7LPYF6R","[object Object]","[object Object]","NA","NA",1489612661737,"lgc0"
86767,"false","Module4","A\,A\,A\,A\,A\,A\,A\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUVS1TAEW7ZBJDU5G0I2","[object Object]","[object Object]","NA","NA",1489612690347,"lgc0"
