"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
18955,"false","dataResult",19,"F",4,"A","true","AUZD9TQRGOJNK8V4WE5S","[object Object]","[object Object]","NA","NA",1489612709783,"lgc0"
18916,"false","dataResult",27,"F",1,"A","true","AUVS1TAEW7ZBJDU5G0I2","[object Object]","[object Object]","NA","NA",1489612709952,"lgc0"
32128,"false","dataResult",18,"M",8,"A","true","AUDNKE1W9XO4Q7LPYF6R","[object Object]","[object Object]","NA","NA",1489612722894,"lgc0"
