"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
2908,"false",900,"false",90,900,901.25,6,"K",1,"resultModule2","true","AU9FEM16JWBU23YPXSRT","[object Object]","[object Object]","NA",1,1506297673970,"lgc0"
5855,"false",600,"false",60,1200,1231.25,8,"K",1,"resultModule2","true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA",1,1506297685162,"lgc0"
7672,"false",500,"false",50,2100,2141.25,14,"G",1,"resultModule2","true","AUN67FX9EWJ4URSTKH1G","[object Object]","[object Object]","NA",1,1506297691890,"lgc0"
11204,"false",1650,"false",165,1650,1576.25,11,"G",1,"resultModule2","true","AUJ69SM7A4NGOL5KZHPD","[object Object]","[object Object]","NA",1,1506297696233,"lgc0"
