"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
4202,"false",1000,"A","AU2FHRSI9O1LQC6JUZWY","resultModule1","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1512493027433,"lgc0"
9136,"false",0,"B","AU2KA38WNS1XIUTL4PZY","resultModule1","true","AU2FHRSI9O1LQC6JUZWY","[object Object]","[object Object]","NA","NA",1512493032513,"lgc0"
13177,"false",500,"B","AU0Y4GIMQO8VT1SR2BF3","resultModule1","true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA","NA",1512493036534,"lgc0"
2173,"false","NA","NA","NA","NA","true","AU2FHRSI9O1LQC6JUZWY","[object Object]","[object Object]","NA","NA",1512493437527,"lgc0"
