"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
51312,"false","Module4","A\,A\,A\,A\,B\,A\,A\,B\,A\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA","NA",1512492748637,"lgc0"
53318,"false","Module4","A\,A\,A\,B\,B\,B\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1512492750592,"lgc0"
98121,"false","Module4","A\,A\,A\,A\,A\,B\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2FHRSI9O1LQC6JUZWY","[object Object]","[object Object]","NA","NA",1512492795403,"lgc0"
