"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
47460,"false","questionary2","2\,2\,2\,3\,2\,2\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA","NA",1512492960447,"lgc0"
49282,"false","questionary2","2\,1\,2\,3\,2\,3\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2FHRSI9O1LQC6JUZWY","[object Object]","[object Object]","NA","NA",1512492961690,"lgc0"
88149,"false","questionary2","3\,2\,2\,3\,3\,2\,2\,1\,1\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1512493000369,"lgc0"
