"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
3940,"false","resultModule4",7,"B","1.95","NA","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1512493037825,"lgc0"
2483,"false","resultModule4",1,"A","0.80","NA","true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA","NA",1512493044936,"lgc0"
4787,"false","resultModule4",7,"B","1.95",1.95,"true","AU2FHRSI9O1LQC6JUZWY","[object Object]","[object Object]","NA","NA",1512493067994,"lgc0"
30986,"false","NA","NA","NA","NA","NA","true","AU2FHRSI9O1LQC6JUZWY","[object Object]","[object Object]","NA","NA",1512493534771,"lgc0"
