"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
6014,"false",0,"true",1170,1950,1245,13,"G",2,"resultModule2","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA",2,1512493033673,"lgc0"
5398,"false",1050,"false",105,1050,1410,7,"K",2,"resultModule2","true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA",2,1512493042177,"lgc0"
29999,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2FHRSI9O1LQC6JUZWY","[object Object]","[object Object]","NA","NA",1512493062897,"lgc0"
47189,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2FHRSI9O1LQC6JUZWY","[object Object]","[object Object]","NA","NA",1512493501778,"lgc0"
