"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
7718,"false","dice",1,1,"true","AUNLOQV08K9E24SZMYGD","[object Object]","[object Object]","NA","NA",1506106536845,"lgc0"
7954,"false","dice",4,4,"true","AUXWDL2MC8YB9U7S5FAQ","[object Object]","[object Object]","NA","NA",1506106537635,"lgc0"
18109,"false","dice",2,2,"true","AUPVIL0Z91WFX2D65MQ8","[object Object]","[object Object]","NA","NA",1506106546211,"lgc0"
