"time","timeup","module","round","preEarnings","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","done","player","stage","stage","step","round","timestamp","session"
2844,"false","Module2",4,2700,2387.5,18,2700,"false",810,1890,0.3,"true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA",4,1512757670144,"lgc0"
2904,"false","Module2",4,1350,1750,9,325,"false",97.5,1252.5,0.3,"true","AUQUO1VKM30AWDG2YPZL","[object Object]","[object Object]","NA",4,1512757670306,"lgc0"
3108,"false","Module2",4,1950,1862.5,13,1950,"false",585,1365,0.3,"true","AUS65PVB1YNX7MJ03TH2","[object Object]","[object Object]","NA",4,1512757670332,"lgc0"
