"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
7262,"false","questionary3",2,"true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1512758095866,"lgc0"
12677,"false","questionary3",8,"true","AUS65PVB1YNX7MJ03TH2","[object Object]","[object Object]","NA","NA",1512758101352,"lgc0"
15788,"false","questionary3",5,"true","AUQUO1VKM30AWDG2YPZL","[object Object]","[object Object]","NA","NA",1512758104508,"lgc0"
