"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
42499,"false","questionary2","1\,1\,1\,3\,2\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1512758045997,"lgc0"
48185,"false","questionary2","2\,1\,2\,3\,2\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUS65PVB1YNX7MJ03TH2","[object Object]","[object Object]","NA","NA",1512758051780,"lgc0"
84567,"false","questionary2","3\,1\,3\,3\,2\,2\,1\,1\,3\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUQUO1VKM30AWDG2YPZL","[object Object]","[object Object]","NA","NA",1512758088169,"lgc0"
