"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
5872,"false","dice",4,4,"true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1512757933846,"lgc0"
7527,"false","dice",2,2,"true","AUS65PVB1YNX7MJ03TH2","[object Object]","[object Object]","NA","NA",1512757935462,"lgc0"
14986,"false","dice",5,5,"true","AUQUO1VKM30AWDG2YPZL","[object Object]","[object Object]","NA","NA",1512757942884,"lgc0"
