access, exit, bonus, terminated
AUQUO1VKM30AWDG2YPZL, E9NJfg8WKbnZyvVF, 3420, false
AUS3D7TXELPZUGNMYH56, EYJViBN3wA5tKgOm, 3088.75, false
AUS65PVB1YNX7MJ03TH2, Eo3sgu51R2crMQpe, 2926.25, false
