"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
11451,"false",1000,0,"A","AUS65PVB1YNX7MJ03TH2","Module1","true","AUQUO1VKM30AWDG2YPZL","[object Object]","[object Object]","NA","NA",1512757094420,"lgc0"
10892,"false",0,200,"B","AUQUO1VKM30AWDG2YPZL","Module1","true","AUS65PVB1YNX7MJ03TH2","[object Object]","[object Object]","NA","NA",1512757094613,"lgc0"
13416,"false",20,0,"B","AUS5VYUG3T28JND6BWE0","Module1","true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1512757096374,"lgc0"
13309,"false",980,20,"A","AUS3D7TXELPZUGNMYH56","Module1","true","AUS5VYUG3T28JND6BWE0","[object Object]","[object Object]","NA","NA",1512757096379,"lgc0"
