"time","timeup","module","round","preEarnings","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","done","player","stage","stage","step","round","timestamp","session"
2495,"false","Module2",3,2250,2072.5,15,2250,"false",675,1575,0.3,"true","AUS65PVB1YNX7MJ03TH2","[object Object]","[object Object]","NA",3,1512757584285,"lgc0"
2788,"false","Module2",3,2400,2177.5,16,2400,"false",720,1680,0.3,"true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA",3,1512757584622,"lgc0"
4928,"false","Module2",3,1500,1900,10,325,"false",97.5,1402.5,0.3,"true","AUQUO1VKM30AWDG2YPZL","[object Object]","[object Object]","NA",3,1512757586838,"lgc0"
