"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
12891,"false","dataResult",34,"F",1,"A","true","AUS65PVB1YNX7MJ03TH2","[object Object]","[object Object]","NA","NA",1512757960055,"lgc0"
23481,"false","dataResult",34,"M",5,"B","true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1512757970722,"lgc0"
55601,"false","dataResult",48,"F",4,"B","true","AUQUO1VKM30AWDG2YPZL","[object Object]","[object Object]","NA","NA",1512758003124,"lgc0"
