access, exit, bonus, terminated
AUCXOHYMKT54SEPRDB9A, EmcPjZH6OYMy5vGf, 2802.5, false
AUZ3IU97J2TNPKXH0YGW, EQBX1RWMeIlwGmLV, 2962.5, false
