access, exit, bonus, terminated
AUXAJEYIGULW4DBHM3VP, EeGrl2R0LM38ACxv, NaN, false
AU0ODT5AE89UXFBM3L2N, EjMTSzlAK9tHmkbJ, NaN, false
AUT75PZO24SJFAQW8EHI, EGV9DyEactodCfjN, 2597.5, false
