"time","timeup","module","totalEarnings","finalEarnings","done","player","stage","stage","step","round","timestamp","session"
3694,"false","Module1","NA",0,"true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA",1506260121517,"lgc0"
6216,"false","Module1","NA",0,"true","AUXAJEYIGULW4DBHM3VP","[object Object]","[object Object]","NA","NA",1506260124107,"lgc0"
8627,"false","Module0","NA",0,"true","AUT75PZO24SJFAQW8EHI","[object Object]","[object Object]","NA","NA",1506260126490,"lgc0"
8608,"false","Module0","NA",0,"true","AU34IZO8QLBCKU0V29D1","[object Object]","[object Object]","NA","NA",1506260127830,"lgc0"
