"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
9103,"false","dice",1,1,"true","AUT75PZO24SJFAQW8EHI","[object Object]","[object Object]","NA","NA",1506260697156,"lgc0"
11673,"false","dice",3,3,"true","AUXAJEYIGULW4DBHM3VP","[object Object]","[object Object]","NA","NA",1506260699787,"lgc0"
12263,"false","dice",2,2,"true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA",1506260700347,"lgc0"
