"time","timeup","module","done","player","stage","stage","step","round","timestamp","session"
7020,"false","resultModule1","true","AUXAJEYIGULW4DBHM3VP","[object Object]","[object Object]","NA","NA",1506260801312,"lgc0"
12373,"false","resultModule1","true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA",1506260806632,"lgc0"
19663,"false","resultModule1","true","AUT75PZO24SJFAQW8EHI","[object Object]","[object Object]","NA","NA",1506260813944,"lgc0"
