access, exit, bonus, terminated
AU0G1XAT98KVQC25YD63, EycJq3Qi9zPXHD6e, 2680.5, false
AU0LFJQWSNZEIUP16C7A, EE0NUra7Qz9puPKx, 3050.5, false
AU0ODT5AE89UXFBM3L2N, EjMTSzlAK9tHmkbJ, 2976, false
AU1I24FYT6VKMGOUD0JR, E8HYTe5B6zV2PmAj, 2868, false
