"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
7489,"false",500,"A","AU0ODT5AE89UXFBM3L2N","resultModule1","true","AU0LFJQWSNZEIUP16C7A","[object Object]","[object Object]","NA","NA",1513961724022,"lgc0"
12238,"false",500,"B","AU0LFJQWSNZEIUP16C7A","resultModule1","true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA",1513961728402,"lgc0"
18116,"false",500,"A","AU0G1XAT98KVQC25YD63","resultModule1","true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1513961734231,"lgc0"
30998,"false","NA","NA","NA","NA","true","AU0G1XAT98KVQC25YD63","[object Object]","[object Object]","NA","NA",1513961747171,"lgc0"
