"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
11038,"false","dice",3,3,"true","AU0LFJQWSNZEIUP16C7A","[object Object]","[object Object]","NA","NA",1513961528126,"lgc0"
12712,"false","dice",4,4,"true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA",1513961529707,"lgc0"
13130,"false","dice",1,1,"true","AU0G1XAT98KVQC25YD63","[object Object]","[object Object]","NA","NA",1513961529980,"lgc0"
19731,"false","dice",3,3,"true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1513961536683,"lgc0"
