"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
39503,"false","Module4","A\,A\,A\,A\,A\,A\,A\,A\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU0LFJQWSNZEIUP16C7A","[object Object]","[object Object]","NA","NA",1513961423044,"lgc0"
56392,"false","Module4","B\,B\,A\,A\,B\,A\,B\,A\,B\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA",1513961440037,"lgc0"
58557,"false","Module4","A\,B\,B\,B\,A\,A\,A\,A\,A\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU0G1XAT98KVQC25YD63","[object Object]","[object Object]","NA","NA",1513961441888,"lgc0"
103469,"false","Module4","B\,B\,B\,A\,A\,B\,A\,A\,A\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1513961486898,"lgc0"
