"time","timeup","module","round","preEarnings","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","done","player","stage","stage","step","round","timestamp","session"
7066,"false","Module2",0,1200,1160,8,1200,"false",120,1080,0.1,"true","AU0LFJQWSNZEIUP16C7A","[object Object]","[object Object]","NA",0,1513960931249,"lgc0"
9423,"false","Module2",0,750,755,5,750,"false",75,675,0.1,"true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA",0,1513960933526,"lgc0"
11313,"false","Module2",0,750,755,5,750,"false",75,675,0.1,"true","AU0G1XAT98KVQC25YD63","[object Object]","[object Object]","NA",0,1513960935216,"lgc0"
18011,"false","Module2",0,750,780,5,500,"false",50,700,0.1,"true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA",0,1513960942028,"lgc0"
