"time","timeup","module","round","preEarnings","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","done","player","stage","stage","step","round","timestamp","session"
2685,"false","Module2",3,1050,1050,7,1000,"false",100,950,0.1,"true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA",3,1513961216115,"lgc0"
4668,"false","Module2",3,1650,1585,11,1650,"false",165,1485,0.1,"true","AU0LFJQWSNZEIUP16C7A","[object Object]","[object Object]","NA",3,1513961218236,"lgc0"
5525,"false","Module2",3,1350,1315,9,1350,"false",135,1215,0.1,"true","AU0G1XAT98KVQC25YD63","[object Object]","[object Object]","NA",3,1513961218877,"lgc0"
9451,"false","Module2",3,900,1000,6,0,"false",0,900,0.1,"true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA",3,1513961222952,"lgc0"
