"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
17896,"false","dataResult",21,"M",3,"A","true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","NA",1488040040644,"lgc0"
30740,"false","dataResult",21,"M",3,"A","true","AUPUVWYTE0GD43LONXAI","[object Object]","[object Object]","NA","NA",1488040053276,"lgc0"
32175,"false","dataResult",19,"M",3,"A","true","AUMGLUPE9WF2RY3I4XB1","[object Object]","[object Object]","NA","NA",1488040057378,"lgc0"
