"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
11403,"false","questionary3",11,"true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","NA",1488040182920,"lgc0"
27223,"false","questionary3",5,"true","AUPUVWYTE0GD43LONXAI","[object Object]","[object Object]","NA","NA",1488040198494,"lgc0"
42830,"false","questionary3",11,"true","AUMGLUPE9WF2RY3I4XB1","[object Object]","[object Object]","NA","NA",1488040217892,"lgc0"
