"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
8827,"false",20,20,"B","AU5J9O3GHACP2IXE8RMW","Module1","true","AU5IWF9KDZBSCYMQN841","[object Object]","[object Object]","NA","NA",1512731854927,"lgc0"
8828,"false",980,20,"A","AU5IWF9KDZBSCYMQN841","Module1","true","AU5J9O3GHACP2IXE8RMW","[object Object]","[object Object]","NA","NA",1512731854932,"lgc0"
11874,"false",10,10,"B","AU5NXK3JD2TZP6Y9HI7G","Module1","true","AU5HQ1268RNKVSJPUOXD","[object Object]","[object Object]","NA","NA",1512731857972,"lgc0"
12280,"false",990,10,"A","AU5HQ1268RNKVSJPUOXD","Module1","true","AU5NXK3JD2TZP6Y9HI7G","[object Object]","[object Object]","NA","NA",1512731857996,"lgc0"
