access, exit, bonus, terminated
AU5HQ1268RNKVSJPUOXD, EClIazXEjDuL8seG, 2112.5, false
AU5IWF9KDZBSCYMQN841, EKluRJYXLS5qnHC8, 2287.5, false
AU5J9O3GHACP2IXE8RMW, Ek9L3jv6XOD8Z4GN, 2747.5, false
AU5NXK3JD2TZP6Y9HI7G, EwfSQOpxUv3ebGKR, 2602.5, false
