"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
26891,"false","Module4","A\,A\,A\,A\,A\,A\,A\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUX03L4H9SVTA76PGCJB","[object Object]","[object Object]","NA","NA",1506289754565,"lgc0"
49493,"false","Module4","A\,A\,A\,B\,B\,B\,B\,B\,B\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUC7H1G6QNFVPSZKLW8T","[object Object]","[object Object]","NA","NA",1506289777469,"lgc0"
51271,"false","Module4","A\,A\,B\,A\,B\,B\,A\,A\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUZB4QMU0XLW7PGS2VEF","[object Object]","[object Object]","NA","NA",1506289781261,"lgc0"
