"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
3075,"false","dice",0,4,"true","AUC7H1G6QNFVPSZKLW8T","[object Object]","[object Object]","NA","NA",1506289800204,"lgc0"
5908,"false","dice",3,3,"true","AUZB4QMU0XLW7PGS2VEF","[object Object]","[object Object]","NA","NA",1506289805736,"lgc0"
12125,"false","dice",6,6,"true","AUX03L4H9SVTA76PGCJB","[object Object]","[object Object]","NA","NA",1506289808608,"lgc0"
