"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
"41120","false","questionary2","3\,4\,3\,4\,2\,1\,1\,1\,2\,3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUT75PZO24SJFAQW8EHI","[object Object]","[object Object]","NA","NA","1458860274011","lgc0"
"52582","false","questionary2","1\,1\,3\,3\,3\,1\,4\,1\,3\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUXAJEYIGULW4DBHM3VP","[object Object]","[object Object]","NA","NA","1458860285536","lgc0"
"57358","false","questionary2","1\,2\,2\,3\,2\,1\,2\,1\,2\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA","1458860290158","lgc0"
"79115","false","questionary2","1\,1\,1\,3\,2\,1\,1\,1\,2\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUM9KV1OUR6DGIE743T2","[object Object]","[object Object]","NA","NA","1458860312150","lgc0"
