"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
7351,"false","questionary3",4,"true","AU1SK8IMNP934ZGA7R2T","[object Object]","[object Object]","NA","NA",1506254355260,"lgc0"
8431,"false","questionary3",12,"true","AUXAJEYIGULW4DBHM3VP","[object Object]","[object Object]","NA","NA",1506254356264,"lgc0"
10694,"false","questionary3",8,"true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA",1506254358697,"lgc0"
16760,"false","questionary3",14,"true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1506254364831,"lgc0"
