"time","timeup","module","totalEarnings","finalEarnings","done","player","stage","stage","step","round","timestamp","session"
4,"false","Module0","NA",0,"true","AUOAE3BITF7VSM9HZ582","[object Object]","[object Object]","NA","NA",1488050167267,"lgc0"
