"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
4339,"false","dice",0,1,"true","AUOSAGJ3QP9RYFIBCZWM","[object Object]","[object Object]","NA","NA",1506297616355,"lgc0"
9581,"false","dice",5,5,"true","AUVY0NL8FJM9R2TC1O57","[object Object]","[object Object]","NA","NA",1506297622348,"lgc0"
10837,"false","dice",2,6,"true","AU4KB8UXDHECP2GW1YFS","[object Object]","[object Object]","NA","NA",1506297623038,"lgc0"
