"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
6700,"false","resultModule4",2,"A","0.80","NA","true","AU84MFKAY3ISW6XP5JU9","[object Object]","[object Object]","NA","NA",1518553603735,"lgc0"
9881,"false","resultModule4",7,"B","1.95","NA","true","AU891ZX5TVB2YC6E03MQ","[object Object]","[object Object]","NA","NA",1518553615344,"lgc0"
2076,"false","resultModule4",2,"B","0.05","NA","true","AU7Z3JPBE5DY6I8RCOLF","[object Object]","[object Object]","NA","NA",1518553616025,"lgc0"
10983,"false","resultModule4",3,"A","1.00","NA","true","AU8AEXDS1UP7OW63J54C","[object Object]","[object Object]","NA","NA",1518553638209,"lgc0"
