"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
3836,"false",0,"false",0,1800,1837.5,12,"K",6,"resultModule2","true","AU84MFKAY3ISW6XP5JU9","[object Object]","[object Object]","NA",6,1518553596822,"lgc0"
9077,"false",0,"false",0,1800,1837.5,12,"G",6,"resultModule2","true","AU891ZX5TVB2YC6E03MQ","[object Object]","[object Object]","NA",6,1518553605231,"lgc0"
13116,"false",600,"false",60,600,577.5,4,"K",6,"resultModule2","true","AU7Z3JPBE5DY6I8RCOLF","[object Object]","[object Object]","NA",6,1518553613721,"lgc0"
21389,"false",900,"false",90,900,847.5,6,"G",6,"resultModule2","true","AU8AEXDS1UP7OW63J54C","[object Object]","[object Object]","NA",6,1518553627003,"lgc0"
