"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
6820,"false","dice",4,6,"true","AU84MFKAY3ISW6XP5JU9","[object Object]","[object Object]","NA","NA",1518553453148,"lgc0"
9431,"false","dice",4,4,"true","AU891ZX5TVB2YC6E03MQ","[object Object]","[object Object]","NA","NA",1518553455923,"lgc0"
10246,"false","dice",5,5,"true","AU7Z3JPBE5DY6I8RCOLF","[object Object]","[object Object]","NA","NA",1518553456749,"lgc0"
12651,"false","dice",5,5,"true","AU8AEXDS1UP7OW63J54C","[object Object]","[object Object]","NA","NA",1518553458899,"lgc0"
