"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
26739,"false",1000,0,"A","AU8AEXDS1UP7OW63J54C","Module1","true","AU84MFKAY3ISW6XP5JU9","[object Object]","[object Object]","NA","NA",1518552163454,"lgc0"
26780,"false",0,500,"B","AU84MFKAY3ISW6XP5JU9","Module1","true","AU8AEXDS1UP7OW63J54C","[object Object]","[object Object]","NA","NA",1518552163459,"lgc0"
26484,"false",500,500,"A","AU891ZX5TVB2YC6E03MQ","Module1","true","AU7Z3JPBE5DY6I8RCOLF","[object Object]","[object Object]","NA","NA",1518552163471,"lgc0"
26754,"false",500,500,"B","AU7Z3JPBE5DY6I8RCOLF","Module1","true","AU891ZX5TVB2YC6E03MQ","[object Object]","[object Object]","NA","NA",1518552163472,"lgc0"
