"","muID","time","timeup","module","round","prelimGain","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","done","player","stage","stage.1","step","round.1","timestamp","session","room","round_number","complete_rooms_module2","cheat","report.rate","age","gender","politics","trust","DictGive","role","other","diceNumber","numberEntered","risk1","risk2","risk3","risk4","risk5","risk6","risk7","risk8","risk9","risk10","integrity1","integrity2","integrity3","integrity4","integrity5","integrity6","integrity7","integrity8","integrity9","integrity10","auditRate","audited","treat","taxBracket","report.rate.cess.panel","sample","risk.pref","total.integrity"
"185","AU2TQ1FYLMRBD347I80Hroom_1517342805941","14354","false","Module2","1",1500,1578.75,10,0,"false",0,1500,30,"true","AU2TQ1FYLMRBD347I80H","[objectObject]","[objectObject]",NA,"1","1517343379162","./data//session.feb/room_1517342805941/memory_Module2_6.3.1.csv","room_1517342805941",1,FALSE,1,0,NA,NA,NA,NA,"500","A","AU2X1ESN4IQ6HDZ3BL90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,0,"CESS Online Panel - DS",0,0
"186","AU2TQ1FYLMRBD347I80Hroom_1517342805941","8318","false","Module2","3",1650,1728.75,11,0,"false",0,1650,30,"true","AU2TQ1FYLMRBD347I80H","[objectObject]","[objectObject]",NA,"3","1517343571462","./data//session.feb/room_1517342805941/memory_Module2_6.3.3.csv","room_1517342805941",3,FALSE,1,0,NA,NA,NA,NA,"500","A","AU2X1ESN4IQ6HDZ3BL90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,0,"CESS Online Panel - DS",0,0
"187","AU2X1ESN4IQ6HDZ3BL90room_1512495071476","2990","false","Module2","3",900,981.25,6,300,"false",30,870,10,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"3","1512495746148","./data//session.dec/room_1512495071476/memory_Module2_6.3.3.csv","room_1512495071476",3,FALSE,1,0.333333333333333,"43","F","3","A","100","B","AU34IUXMVBNOWJG962L7","5","5",0,0,0,0,0,1,1,1,1,1,2,2,3,3,2,1,1,1,2,1,0.1,"false",1,3,0.333333333333333,"CESS Online Panel - DS",5,18
"188","AU2X1ESN4IQ6HDZ3BL90room_1512495071476","5291","false","Module2","2",1350,1426.25,9,500,"false",50,1300,10,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"2","1512495668826","./data//session.dec/room_1512495071476/memory_Module2_6.3.2.csv","room_1512495071476",2,FALSE,1,0.37037037037037,"43","F","3","A","100","B","AU34IUXMVBNOWJG962L7","5","5",0,0,0,0,0,1,1,1,1,1,2,2,3,3,2,1,1,1,2,1,0.1,"false",1,3,0.37037037037037,"CESS Online Panel - DS",5,18
"189","AU2X1ESN4IQ6HDZ3BL90room_1512495071476","5544","false","Module2","4",1200,1271.25,8,400,"false",40,1160,10,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"4","1512495829951","./data//session.dec/room_1512495071476/memory_Module2_6.3.4.csv","room_1512495071476",4,FALSE,1,0.333333333333333,"43","F","3","A","100","B","AU34IUXMVBNOWJG962L7","5","5",0,0,0,0,0,1,1,1,1,1,2,2,3,3,2,1,1,1,2,1,0.1,"false",1,3,0.333333333333333,"CESS Online Panel - DS",5,18
"190","AU2X1ESN4IQ6HDZ3BL90room_1512495071476","7889","false","Module2","1",1050,1128.75,7,400,"false",40,1010,10,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"1","1512495593199","./data//session.dec/room_1512495071476/memory_Module2_6.3.1.csv","room_1512495071476",1,FALSE,1,0.380952380952381,"43","F","3","A","100","B","AU34IUXMVBNOWJG962L7","5","5",0,0,0,0,0,1,1,1,1,1,2,2,3,3,2,1,1,1,2,1,0.1,"false",1,3,0.380952380952381,"CESS Online Panel - DS",5,18
"191","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","10322","false","Module2","5",1200,1200,8,1200,"false",360,840,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"5","1514997852610","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.5.csv","room_1514997045033",5,TRUE,0,1,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,1,"CESS Online Panel - DS",3,11
"192","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","4008","false","Module2","8",1500,1455,10,1400,"false",420,1080,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"8","1514998153880","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.8.csv","room_1514997045033",8,TRUE,1,0.933333333333333,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,0.933333333333333,"CESS Online Panel - DS",3,11
"193","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","8678","false","Module2","1",1050,1237.5,7,1050,"false",315,735,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"1","1514997476159","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.1.csv","room_1514997045033",1,TRUE,0,1,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,1,"CESS Online Panel - DS",3,11
"194","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","2504","false","Module2","10",1050,1083.75,7,1050,"false",315,735,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"10","1514998311901","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.10.csv","room_1514997045033",10,TRUE,0,1,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,1,"CESS Online Panel - DS",3,11
"195","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","2643","false","Module2","9",1500,1402.575,10,1450,"false",435,1065,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"9","1514998236030","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.9.csv","room_1514997045033",9,TRUE,1,0.966666666666667,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,0.966666666666667,"CESS Online Panel - DS",3,11
"196","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","7084","false","Module2","3",750,851.625,5,750,"false",225,525,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"3","1514997662485","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.3.csv","room_1514997045033",3,TRUE,0,1,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,1,"CESS Online Panel - DS",3,11
"197","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","7080","false","Module2","4",1050,1050,7,1050,"false",315,735,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"4","1514997752310","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.4.csv","room_1514997045033",4,TRUE,0,1,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,1,"CESS Online Panel - DS",3,11
"198","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","6669","false","Module2","7",1350,1316.475,9,1349,"false",404.7,945.3,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"7","1514998064199","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.7.csv","room_1514997045033",7,TRUE,1,0.999259259259259,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,0.999259259259259,"CESS Online Panel - DS",3,11
"199","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","8263","false","Module2","2",1500,1428.75,10,1500,"false",450,1050,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"2","1514997568303","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.2.csv","room_1514997045033",2,TRUE,0,1,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,1,"CESS Online Panel - DS",3,11
"200","AU2X1ESN4IQ6HDZ3BL90room_1514997045033","2994","false","Module2","6",1200,1203.75,8,1200,"false",360,840,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"6","1514997952013","./data//session.jan.03/room_1514997045033/memory_Module2_6.3.6.csv","room_1514997045033",6,TRUE,0,1,"65","M","5","A","900","B","AU2A683XSLDUWFPYZTBN","3","3",1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0.1,"false",1,1,1,"CESS Online Panel - DS",3,11
"201","AU2X1ESN4IQ6HDZ3BL90room_1517342805941","4779","false","Module2","3",1200,1278.75,8,0,"false",0,1200,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"3","1517343567961","./data//session.feb/room_1517342805941/memory_Module2_6.3.3.csv","room_1517342805941",3,FALSE,1,0,NA,NA,NA,NA,"1","B","AU2TQ1FYLMRBD347I80H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,0,"CESS Online Panel - DS",0,0
"202","AU2X1ESN4IQ6HDZ3BL90room_1517342805941","9793","false","Module2","1",900,978.75,6,0,"false",0,900,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"1","1517343374521","./data//session.feb/room_1517342805941/memory_Module2_6.3.1.csv","room_1517342805941",1,FALSE,1,0,NA,NA,NA,NA,"1","B","AU2TQ1FYLMRBD347I80H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,0,"CESS Online Panel - DS",0,0
"203","AU2X1ESN4IQ6HDZ3BL90room_1517342805941","11214","false","Module2","2",1050,1128.75,7,0,"false",0,1050,30,"true","AU2X1ESN4IQ6HDZ3BL90","[objectObject]","[objectObject]",NA,"2","1517343482865","./data//session.feb/room_1517342805941/memory_Module2_6.3.2.csv","room_1517342805941",2,FALSE,1,0,NA,NA,NA,NA,"1","B","AU2TQ1FYLMRBD347I80H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,0,"CESS Online Panel - DS",0,0
"204","AU2ZOTYNRUHALF8917I3room_1512495071476","4145","false","Module2","2",2550,2421.25,17,2550,"false",255,2295,10,"true","AU2ZOTYNRUHALF8917I3","[objectObject]","[objectObject]",NA,"2","1512495667881","./data//session.dec/room_1512495071476/memory_Module2_6.3.2.csv","room_1512495071476",2,FALSE,0,1,"48","M","3","A","0","A","AU25DBH0NU97R6KIZGCJ","4","4",0,0,0,0,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,0.1,"false",1,3,1,"CESS Online Panel - DS",6,15
"205","AU2ZOTYNRUHALF8917I3room_1512495071476","6576","false","Module2","1",2550,2413.75,17,2550,"false",255,2295,10,"true","AU2ZOTYNRUHALF8917I3","[objectObject]","[objectObject]",NA,"1","1512495591975","./data//session.dec/room_1512495071476/memory_Module2_6.3.1.csv","room_1512495071476",1,FALSE,0,1,"48","M","3","A","0","A","AU25DBH0NU97R6KIZGCJ","4","4",0,0,0,0,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,0.1,"false",1,3,1,"CESS Online Panel - DS",6,15
"206","AU2ZOTYNRUHALF8917I3room_1512495071476","3031","false","Module2","3",2250,2136.25,15,2250,"false",225,2025,10,"true","AU2ZOTYNRUHALF8917I3","[objectObject]","[objectObject]",NA,"3","1512495746329","./data//session.dec/room_1512495071476/memory_Module2_6.3.3.csv","room_1512495071476",3,FALSE,0,1,"48","M","3","A","0","A","AU25DBH0NU97R6KIZGCJ","4","4",0,0,0,0,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,0.1,"false",1,3,1,"CESS Online Panel - DS",6,15
"207","AU2ZOTYNRUHALF8917I3room_1512495071476","3854","false","Module2","4",2850,2676.25,19,2850,"false",285,2565,10,"true","AU2ZOTYNRUHALF8917I3","[objectObject]","[objectObject]",NA,"4","1512495828253","./data//session.dec/room_1512495071476/memory_Module2_6.3.4.csv","room_1512495071476",4,FALSE,0,1,"48","M","3","A","0","A","AU25DBH0NU97R6KIZGCJ","4","4",0,0,0,0,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,0.1,"false",1,3,1,"CESS Online Panel - DS",6,15
"208","AU2ZVFNIW7O9TRMXSPAJroom_1517342805941","16176","false","Module2","3",1050,813.75,7,1050,"false",315,735,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"3","1517343579200","./data//session.feb/room_1517342805941/memory_Module2_6.3.3.csv","room_1517342805941",3,FALSE,0,1,NA,NA,NA,NA,"40","B","AU34IUXMVBNOWJG962L7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,1,"CESS Online Panel - DS",0,0
"209","AU2ZVFNIW7O9TRMXSPAJroom_1517342805941","25982","false","Module2","1",1050,813.75,7,1050,"false",315,735,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"1","1517343390626","./data//session.feb/room_1517342805941/memory_Module2_6.3.1.csv","room_1517342805941",1,FALSE,0,1,NA,NA,NA,NA,"40","B","AU34IUXMVBNOWJG962L7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,1,"CESS Online Panel - DS",0,0
"210","AU2ZVFNIW7O9TRMXSPAJroom_1517342805941","14523","false","Module2","2",1050,813.75,7,1050,"false",315,735,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"2","1517343486005","./data//session.feb/room_1517342805941/memory_Module2_6.3.2.csv","room_1517342805941",2,FALSE,0,1,NA,NA,NA,NA,"40","B","AU34IUXMVBNOWJG962L7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,1,"CESS Online Panel - DS",0,0
"211","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","3718","false","Module2","7",1500,1301.25,10,1000,"false",300,1200,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"7","1518553350820","./data//session.feb/room_1518552145950/memory_Module2_6.3.7.csv","room_1518552145950",7,TRUE,1,0.666666666666667,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,0.666666666666667,"CESS Online Panel - DS",2,12
"212","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","30011","false","Module2","2",1200,1014.375,8,1000,"false",300,900,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"2","1518552810410","./data//session.feb/room_1518552145950/memory_Module2_6.3.2.csv","room_1518552145950",2,TRUE,1,0.833333333333333,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,0.833333333333333,"CESS Online Panel - DS",2,12
"213","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","11105","false","Module2","1",1200,1020,8,1000,"false",300,900,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"1","1518552694161","./data//session.feb/room_1518552145950/memory_Module2_6.3.1.csv","room_1518552145950",1,TRUE,1,0.833333333333333,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,0.833333333333333,"CESS Online Panel - DS",2,12
"214","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","2850","false","Module2","8",1500,1305.75,10,1000,"false",300,1200,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"8","1518553462007","./data//session.feb/room_1518552145950/memory_Module2_6.3.8.csv","room_1518552145950",8,TRUE,1,0.666666666666667,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,0.666666666666667,"CESS Online Panel - DS",2,12
"215","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","4020","false","Module2","3",1350,1158.75,9,1350,"false",405,945,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"3","1518552898722","./data//session.feb/room_1518552145950/memory_Module2_6.3.3.csv","room_1518552145950",3,TRUE,0,1,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel - DS",2,12
"216","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","8955","false","Module2","5",1650,1451.25,11,1000,"false",300,1350,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"5","1518553125653","./data//session.feb/room_1518552145950/memory_Module2_6.3.5.csv","room_1518552145950",5,TRUE,1,0.606060606060606,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,0.606060606060606,"CESS Online Panel - DS",2,12
"217","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","8603","false","Module2","4",1350,1068.75,9,1350,"false",405,945,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"4","1518553016147","./data//session.feb/room_1518552145950/memory_Module2_6.3.4.csv","room_1518552145950",4,TRUE,0,1,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel - DS",2,12
"218","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","6663","false","Module2","10",1500,1301.25,10,1000,"false",300,1200,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"10","1518553672053","./data//session.feb/room_1518552145950/memory_Module2_6.3.10.csv","room_1518552145950",10,TRUE,1,0.666666666666667,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,0.666666666666667,"CESS Online Panel - DS",2,12
"219","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","4111","false","Module2","9",1350,1117.5,9,1200,"false",360,990,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"9","1518553567179","./data//session.feb/room_1518552145950/memory_Module2_6.3.9.csv","room_1518552145950",9,TRUE,1,0.888888888888889,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,0.888888888888889,"CESS Online Panel - DS",2,12
"220","AU2ZVFNIW7O9TRMXSPAJroom_1518552145950","4030","false","Module2","6",1500,1301.25,10,1000,"false",300,1200,30,"true","AU2ZVFNIW7O9TRMXSPAJ","[objectObject]","[objectObject]",NA,"6","1518553232391","./data//session.feb/room_1518552145950/memory_Module2_6.3.6.csv","room_1518552145950",6,TRUE,1,0.666666666666667,"45",NA,"4","A","350","A","AU34IUXMVBNOWJG962L7","3","3",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,0,"false",2,1,0.666666666666667,"CESS Online Panel - DS",2,12
"221","AU34IUXMVBNOWJG962L7room_1512495071476","5051","false","Module2","1",750,808.75,5,600,"false",60,690,10,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"1","1512495590593","./data//session.dec/room_1512495071476/memory_Module2_6.3.1.csv","room_1512495071476",1,FALSE,1,0.8,"44","F","5","B","500","A","AU2X1ESN4IQ6HDZ3BL90","5","5",0,0,0,0,1,1,1,1,1,1,3,3,2,4,3,1,2,1,3,3,0.1,"false",1,3,0.8,"CESS Online Panel - DS",6,25
"222","AU34IUXMVBNOWJG962L7room_1512495071476","8900","false","Module2","2",1050,1126.25,7,500,"false",50,1000,10,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"2","1512495672576","./data//session.dec/room_1512495071476/memory_Module2_6.3.2.csv","room_1512495071476",2,FALSE,1,0.476190476190476,"44","F","5","B","500","A","AU2X1ESN4IQ6HDZ3BL90","5","5",0,0,0,0,1,1,1,1,1,1,3,3,2,4,3,1,2,1,3,3,0.1,"false",1,3,0.476190476190476,"CESS Online Panel - DS",6,25
"223","AU34IUXMVBNOWJG962L7room_1512495071476","9710","false","Module2","3",1050,1121.25,7,400,"false",40,1010,10,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"3","1512495754591","./data//session.dec/room_1512495071476/memory_Module2_6.3.3.csv","room_1512495071476",3,FALSE,1,0.380952380952381,"44","F","5","B","500","A","AU2X1ESN4IQ6HDZ3BL90","5","5",0,0,0,0,1,1,1,1,1,1,3,3,2,4,3,1,2,1,3,3,0.1,"false",1,3,0.380952380952381,"CESS Online Panel - DS",6,25
"224","AU34IUXMVBNOWJG962L7room_1512495071476","7898","false","Module2","4",900,981.25,6,300,"false",30,870,10,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"4","1512495832281","./data//session.dec/room_1512495071476/memory_Module2_6.3.4.csv","room_1512495071476",4,FALSE,1,0.333333333333333,"44","F","5","B","500","A","AU2X1ESN4IQ6HDZ3BL90","5","5",0,0,0,0,1,1,1,1,1,1,3,3,2,4,3,1,2,1,3,3,0.1,"false",1,3,0.333333333333333,"CESS Online Panel - DS",6,25
"225","AU34IUXMVBNOWJG962L7room_1517342805941","22377","false","Module2","2",1800,1878.75,12,0,"false",0,1800,30,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"2","1517343493987","./data//session.feb/room_1517342805941/memory_Module2_6.3.2.csv","room_1517342805941",2,FALSE,1,0,NA,NA,NA,NA,"0","A","AU2ZVFNIW7O9TRMXSPAJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,0,"CESS Online Panel - DS",0,0
"226","AU34IUXMVBNOWJG962L7room_1517342805941","14406","false","Module2","1",1500,1578.75,10,0,"false",0,1500,30,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"1","1517343379188","./data//session.feb/room_1517342805941/memory_Module2_6.3.1.csv","room_1517342805941",1,FALSE,1,0,NA,NA,NA,NA,"0","A","AU2ZVFNIW7O9TRMXSPAJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,0,"CESS Online Panel - DS",0,0
"227","AU34IUXMVBNOWJG962L7room_1517342805941","27958","false","Module2","3",2250,2328.75,15,0,"false",0,2250,30,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"3","1517343591099","./data//session.feb/room_1517342805941/memory_Module2_6.3.3.csv","room_1517342805941",3,FALSE,1,0,NA,NA,NA,NA,"0","A","AU2ZVFNIW7O9TRMXSPAJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,1,0,"CESS Online Panel - DS",0,0
"228","AU34IUXMVBNOWJG962L7room_1518552145950","30003","false","Module2","4",2100,2223.75,14,0,"false",0,2100,30,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"4","1518553037508","./data//session.feb/room_1518552145950/memory_Module2_6.3.4.csv","room_1518552145950",4,TRUE,1,0,"27",NA,"6","A","0","B","AU2ZVFNIW7O9TRMXSPAJ","6","6",0,0,0,0,0,0,1,1,1,1,3,1,2,3,2,2,1,1,1,1,0,"false",2,1,0,"CESS Online Panel - DS",4,17
"229","AU34IUXMVBNOWJG962L7room_1518552145950","30000","false","Module2","7",2550,2651.25,17,0,"false",0,2550,30,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"7","1518553377059","./data//session.feb/room_1518552145950/memory_Module2_6.3.7.csv","room_1518552145950",7,TRUE,1,0,"27",NA,"6","A","0","B","AU2ZVFNIW7O9TRMXSPAJ","6","6",0,0,0,0,0,0,1,1,1,1,3,1,2,3,2,2,1,1,1,1,0,"false",2,1,0,"CESS Online Panel - DS",4,17
"230","AU34IUXMVBNOWJG962L7room_1518552145950","30004","false","Module2","3",2250,2463.75,15,0,"false",0,2250,30,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"3","1518552924654","./data//session.feb/room_1518552145950/memory_Module2_6.3.3.csv","room_1518552145950",3,TRUE,1,0,"27",NA,"6","A","0","B","AU2ZVFNIW7O9TRMXSPAJ","6","6",0,0,0,0,0,0,1,1,1,1,3,1,2,3,2,2,1,1,1,1,0,"false",2,1,0,"CESS Online Panel - DS",4,17
"231","AU34IUXMVBNOWJG962L7room_1518552145950","30003","false","Module2","8",2400,2505.75,16,0,"false",0,2400,30,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"8","1518553489189","./data//session.feb/room_1518552145950/memory_Module2_6.3.8.csv","room_1518552145950",8,TRUE,1,0,"27",NA,"6","A","0","B","AU2ZVFNIW7O9TRMXSPAJ","6","6",0,0,0,0,0,0,1,1,1,1,3,1,2,3,2,2,1,1,1,1,0,"false",2,1,0,"CESS Online Panel - DS",4,17
"232","AU34IUXMVBNOWJG962L7room_1518552145950","30004","false","Module2","9",2250,2377.5,15,0,"false",0,2250,30,"true","AU34IUXMVBNOWJG962L7","[objectObject]","[objectObject]",NA,"9","1518553593031","./data//session.feb/room_1518552145950/memory_Module2_6.3.9.csv","room_1518552145950",9,TRUE,1,0,"27",NA,"6","A","0","B","AU2ZVFNIW7O9TRMXSPAJ","6","6",0,0,0,0,0,0,1,1,1,1,3,1,2,3,2,2,1,1,1,1,0,"false",2,1,0,"CESS Online Panel - DS",4,17
