"","muID","time","timeup","module","round","prelimGain","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","done","stage","stage.1","step","round.1","timestamp","session","room","round_number","complete_rooms_module2","cheat","report.rate","age","gender","politics","trust","DictGive","role","other","risk1","risk2","risk3","risk4","risk5","risk6","risk7","risk8","risk9","risk10","integrity1","integrity2","integrity3","integrity4","integrity5","integrity6","integrity7","integrity8","integrity9","integrity10","auditRate","audited","taxBracket","report.rate.lab.online.sync","sample","treat","risk.pref","total.integrity"
"364","AU891ZX5TVB2YC6E03MQ","22427","false","Module2","2",2250,2270.625,15,225,"false",22.5,2227.5,10,"true","[objectObject]","[objectObject]",NA,"2","1488032722938","./data//room_1488032147019/memory_Module2_6.3.2.csv","room_1488032147019",2,TRUE,1,0.1,"19","M","10","B","500","A","AULTUQHAJ18IPORCE7BK",1,1,1,0,0,0,1,1,1,1,1,1,3,3,3,1,1,3,1,2,0,"false",3,0.1,"Online Sync",2,7,19
"365","AU891ZX5TVB2YC6E03MQ","6638","false","Module2","5",2550,2421.25,17,2550,"false",255,2295,10,"true","[objectObject]","[objectObject]",NA,"5","1488032978055","./data//room_1488032147019/memory_Module2_6.3.5.csv","room_1488032147019",5,TRUE,0,1,"19","M","10","B","500","A","AULTUQHAJ18IPORCE7BK",1,1,1,0,0,0,1,1,1,1,1,1,3,3,3,1,1,3,1,2,0,"false",3,1,"Online Sync",2,7,19
"366","AU891ZX5TVB2YC6E03MQ","5062","false","Module2","9",2550,2358.75,17,2550,"false",255,2295,10,"true","[objectObject]","[objectObject]",NA,"9","1488033323845","./data//room_1488032147019/memory_Module2_6.3.9.csv","room_1488032147019",9,TRUE,0,1,"19","M","10","B","500","A","AULTUQHAJ18IPORCE7BK",1,1,1,0,0,0,1,1,1,1,1,1,3,3,3,1,1,3,1,2,0,"false",3,1,"Online Sync",2,7,19
"367","AU891ZX5TVB2YC6E03MQ","6892","false","Module2","6",2100,1995,14,2100,"false",210,1890,10,"true","[objectObject]","[objectObject]",NA,"6","1488033066344","./data//room_1488032147019/memory_Module2_6.3.6.csv","room_1488032147019",6,TRUE,0,1,"19","M","10","B","500","A","AULTUQHAJ18IPORCE7BK",1,1,1,0,0,0,1,1,1,1,1,1,3,3,3,1,1,3,1,2,0,"false",3,1,"Online Sync",2,7,19
"368","AU8AEXDS1UP7OW63J54C","4020","false","Module2","1",2100,1982.5,14,2100,"false",210,1890,10,"true","[objectObject]","[objectObject]",NA,"1","1488042251107","./data//room_1488041736832/memory_Module2_6.3.1.csv","room_1488041736832",1,FALSE,0,1,NA,NA,NA,NA,"250","A","AUMV4NE98UFZ5J2GCTA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",3,1,"Online Sync",2,0,0
"369","AU8AEXDS1UP7OW63J54C","9057","false","Module2","4",2550,2474.75,17,1870,"false",187,2363,10,"true","[objectObject]","[objectObject]",NA,"4","1488042568884","./data//room_1488041736832/memory_Module2_6.3.4.csv","room_1488041736832",4,FALSE,1,0.733333333333333,NA,NA,NA,NA,"250","A","AUMV4NE98UFZ5J2GCTA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",3,0.733333333333333,"Online Sync",2,0,0
"370","AU8AEXDS1UP7OW63J54C","4164","false","Module2","2",2550,2445,17,2000,"false",200,2350,10,"true","[objectObject]","[objectObject]",NA,"2","1488042350131","./data//room_1488041736832/memory_Module2_6.3.2.csv","room_1488041736832",2,FALSE,1,0.784313725490196,NA,NA,NA,NA,"250","A","AUMV4NE98UFZ5J2GCTA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",3,0.784313725490196,"Online Sync",2,0,0
"371","AU8AEXDS1UP7OW63J54C","2510","false","Module2","3",2550,2470,17,2050,"false",205,2345,10,"true","[objectObject]","[objectObject]",NA,"3","1488042432463","./data//room_1488041736832/memory_Module2_6.3.3.csv","room_1488041736832",3,FALSE,1,0.803921568627451,NA,NA,NA,NA,"250","A","AUMV4NE98UFZ5J2GCTA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",3,0.803921568627451,"Online Sync",2,0,0
"372","AU8HRPI3EMV1ZYXNGUJA","7515","false","Module2","1",1500,1465,10,1400,"false",140,1360,10,"true","[objectObject]","[objectObject]",NA,"1","1489612927995","./data//room_1489612403645/memory_Module2_6.3.1.csv","room_1489612403645",1,FALSE,1,0.933333333333333,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,0.933333333333333,"Online Sync",1,6,21
"373","AU8HRPI3EMV1ZYXNGUJA","2698","false","Module2","8",1500,1563.775,10,0,"false",0,1500,10,"true","[objectObject]","[objectObject]",NA,"8","1489613611785","./data//room_1489612403645/memory_Module2_6.3.8.csv","room_1489612403645",8,FALSE,1,0,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,0,"Online Sync",1,6,21
"374","AU8HRPI3EMV1ZYXNGUJA","1866","false","Module2","9",1500,1522.525,10,0,"false",0,1500,10,"true","[objectObject]","[objectObject]",NA,"9","1489613702597","./data//room_1489612403645/memory_Module2_6.3.9.csv","room_1489612403645",9,FALSE,1,0,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,0,"Online Sync",1,6,21
"375","AU8HRPI3EMV1ZYXNGUJA","11790","false","Module2","6",1650,1560.025,11,1500,"false",150,1500,10,"true","[objectObject]","[objectObject]",NA,"6","1489613385299","./data//room_1489612403645/memory_Module2_6.3.6.csv","room_1489612403645",6,FALSE,1,0.909090909090909,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,0.909090909090909,"Online Sync",1,6,21
"376","AU8HRPI3EMV1ZYXNGUJA","13696","false","Module2","10",1350,1588.775,9,1350,"false",135,1215,10,"true","[objectObject]","[objectObject]",NA,"10","1489613793850","./data//room_1489612403645/memory_Module2_6.3.10.csv","room_1489612403645",10,FALSE,0,1,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,1,"Online Sync",1,6,21
"377","AU8HRPI3EMV1ZYXNGUJA","3237","false","Module2","3",1200,1404.875,8,0,"false",0,1200,10,"true","[objectObject]","[objectObject]",NA,"3","1489613092062","./data//room_1489612403645/memory_Module2_6.3.3.csv","room_1489612403645",3,FALSE,1,0,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,0,"Online Sync",1,6,21
"378","AU8HRPI3EMV1ZYXNGUJA","8150","false","Module2","5",1800,1753.775,12,1700,"false",170,1630,10,"true","[objectObject]","[objectObject]",NA,"5","1489613270966","./data//room_1489612403645/memory_Module2_6.3.5.csv","room_1489612403645",5,FALSE,1,0.944444444444444,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,0.944444444444444,"Online Sync",1,6,21
"379","AU8HRPI3EMV1ZYXNGUJA","2811","false","Module2","2",900,895.025,6,900,"false",90,810,10,"true","[objectObject]","[objectObject]",NA,"2","1489613012156","./data//room_1489612403645/memory_Module2_6.3.2.csv","room_1489612403645",2,FALSE,0,1,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,1,"Online Sync",1,6,21
"380","AU8HRPI3EMV1ZYXNGUJA","3453","false","Module2","4",1200,1230.025,8,0,"false",0,1200,10,"true","[objectObject]","[objectObject]",NA,"4","1489613187793","./data//room_1489612403645/memory_Module2_6.3.4.csv","room_1489612403645",4,FALSE,1,0,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,0,"Online Sync",1,6,21
"381","AU8HRPI3EMV1ZYXNGUJA","9331","false","Module2","7",1050,1113.775,7,0,"false",0,1050,10,"true","[objectObject]","[objectObject]",NA,"7","1489613487949","./data//room_1489612403645/memory_Module2_6.3.7.csv","room_1489612403645",7,FALSE,1,0,"22","F","2","B","500","B","AUTM0NIPBFZC3S91YL7J",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,4,2,2,1,0.1,"false",3,0,"Online Sync",1,6,21
"382","AU8K40BLH6FGXC2QDERA","13163","false","Module2","3",1500,1515,10,150,"false",15,1485,10,"true","[objectObject]","[objectObject]",NA,"3","1488021190544","./data//room_1488020360556/memory_Module2_6.3.3.csv","room_1488020360556",3,FALSE,1,0.1,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.1,"Online Sync",2,5,20
"383","AU8K40BLH6FGXC2QDERA","14243","false","Module2","10",1950,1986.66666666667,13,200,"false",20,1930,10,"true","[objectObject]","[objectObject]",NA,"10","1488021789415","./data//room_1488020360556/memory_Module2_6.3.10.csv","room_1488020360556",10,FALSE,1,0.102564102564103,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.102564102564103,"Online Sync",2,5,20
"384","AU8K40BLH6FGXC2QDERA","6174","false","Module2","7",1650,1676.66666666667,11,200,"false",20,1630,10,"true","[objectObject]","[objectObject]",NA,"7","1488021552653","./data//room_1488020360556/memory_Module2_6.3.7.csv","room_1488020360556",7,FALSE,1,0.121212121212121,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.121212121212121,"Online Sync",2,5,20
"385","AU8K40BLH6FGXC2QDERA","15581","false","Module2","5",1950,1971.66666666667,13,200,"false",20,1930,10,"true","[objectObject]","[objectObject]",NA,"5","1488021381312","./data//room_1488020360556/memory_Module2_6.3.5.csv","room_1488020360556",5,FALSE,1,0.102564102564103,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.102564102564103,"Online Sync",2,5,20
"386","AU8K40BLH6FGXC2QDERA","7096","false","Module2","8",1650,1656.66666666667,11,500,"false",50,1600,10,"true","[objectObject]","[objectObject]",NA,"8","1488021631613","./data//room_1488020360556/memory_Module2_6.3.8.csv","room_1488020360556",8,FALSE,1,0.303030303030303,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.303030303030303,"Online Sync",2,5,20
"387","AU8K40BLH6FGXC2QDERA","17730","false","Module2","4",1800,1775,12,900,"false",90,1710,10,"true","[objectObject]","[objectObject]",NA,"4","1488021293766","./data//room_1488020360556/memory_Module2_6.3.4.csv","room_1488020360556",4,FALSE,1,0.5,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.5,"Online Sync",2,5,20
"388","AU8K40BLH6FGXC2QDERA","16041","false","Module2","6",1650,1618.33333333333,11,1000,"false",100,1550,10,"true","[objectObject]","[objectObject]",NA,"6","1488021472724","./data//room_1488020360556/memory_Module2_6.3.6.csv","room_1488020360556",6,FALSE,1,0.606060606060606,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.606060606060606,"Online Sync",2,5,20
"389","AU8K40BLH6FGXC2QDERA","10692","false","Module2","1",1500,1492.53333333333,10,150,"false",15,1485,10,"true","[objectObject]","[objectObject]",NA,"1","1488021015818","./data//room_1488020360556/memory_Module2_6.3.1.csv","room_1488020360556",1,FALSE,1,0.1,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.1,"Online Sync",2,5,20
"390","AU8K40BLH6FGXC2QDERA","3890","false","Module2","9",1800,1813.33333333333,12,400,"false",40,1760,10,"true","[objectObject]","[objectObject]",NA,"9","1488021706951","./data//room_1488020360556/memory_Module2_6.3.9.csv","room_1488020360556",9,FALSE,1,0.222222222222222,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.222222222222222,"Online Sync",2,5,20
"391","AU8K40BLH6FGXC2QDERA","15462","false","Module2","2",2100,2111,14,210,"false",21,2079,10,"true","[objectObject]","[objectObject]",NA,"2","1488021110702","./data//room_1488020360556/memory_Module2_6.3.2.csv","room_1488020360556",2,FALSE,1,0.1,"24","F","4","B","500","A","noone",0,0,0,0,0,1,1,1,1,1,3,2,3,3,3,2,1,1,1,1,0,"false",3,0.1,"Online Sync",2,5,20
"392","AU8RXEVINMBJLS4WZQ3D","9611","false","Module2","4",1800,2061.25,12,1000,"false",100,1700,10,"true","[objectObject]","[objectObject]",NA,"4","1489690310403","./data//room_1489689554622/memory_Module2_6.3.4.csv","room_1489689554622",4,TRUE,1,0.555555555555556,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.555555555555556,"Online Sync",1,3,22
"393","AU8RXEVINMBJLS4WZQ3D","3049","false","Module2","10",1200,1286.25,8,200,"false",20,1180,10,"true","[objectObject]","[objectObject]",NA,"10","1489690831702","./data//room_1489689554622/memory_Module2_6.3.10.csv","room_1489689554622",10,TRUE,1,0.166666666666667,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.166666666666667,"Online Sync",1,3,22
"394","AU8RXEVINMBJLS4WZQ3D","4793","false","Module2","1",1800,1766.25,12,600,"false",60,1740,10,"true","[objectObject]","[objectObject]",NA,"1","1489690047862","./data//room_1489689554622/memory_Module2_6.3.1.csv","room_1489689554622",1,TRUE,1,0.333333333333333,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.333333333333333,"Online Sync",1,3,22
"395","AU8RXEVINMBJLS4WZQ3D","5837","false","Module2","8",1500,1519,10,500,"false",50,1450,10,"true","[objectObject]","[objectObject]",NA,"8","1489690661371","./data//room_1489689554622/memory_Module2_6.3.8.csv","room_1489689554622",8,TRUE,1,0.333333333333333,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.333333333333333,"Online Sync",1,3,22
"396","AU8RXEVINMBJLS4WZQ3D","6888","false","Module2","9",1050,1091.25,7,300,"false",30,1020,10,"true","[objectObject]","[objectObject]",NA,"9","1489690758237","./data//room_1489689554622/memory_Module2_6.3.9.csv","room_1489689554622",9,TRUE,1,0.285714285714286,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.285714285714286,"Online Sync",1,3,22
"397","AU8RXEVINMBJLS4WZQ3D","5344","false","Module2","2",1650,1610.25,11,700,"false",70,1580,10,"true","[objectObject]","[objectObject]",NA,"2","1489690143738","./data//room_1489689554622/memory_Module2_6.3.2.csv","room_1489689554622",2,TRUE,1,0.424242424242424,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.424242424242424,"Online Sync",1,3,22
"398","AU8RXEVINMBJLS4WZQ3D","9478","false","Module2","6",2100,1567.525,14,1100,"true",710,1390,10,"true","[objectObject]","[objectObject]",NA,"6","1489690490488","./data//room_1489689554622/memory_Module2_6.3.6.csv","room_1489689554622",6,TRUE,1,0.523809523809524,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"true",3,0.523809523809524,"Online Sync",1,3,22
"399","AU8RXEVINMBJLS4WZQ3D","12142","false","Module2","3",2100,2087.5,14,1000,"false",100,2000,10,"true","[objectObject]","[objectObject]",NA,"3","1489690233777","./data//room_1489689554622/memory_Module2_6.3.3.csv","room_1489689554622",3,TRUE,1,0.476190476190476,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.476190476190476,"Online Sync",1,3,22
"400","AU8RXEVINMBJLS4WZQ3D","21899","false","Module2","7",1800,1811.25,12,600,"false",60,1740,10,"true","[objectObject]","[objectObject]",NA,"7","1489690585652","./data//room_1489689554622/memory_Module2_6.3.7.csv","room_1489689554622",7,TRUE,1,0.333333333333333,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.333333333333333,"Online Sync",1,3,22
"401","AU8RXEVINMBJLS4WZQ3D","4508","false","Module2","5",2400,2375,16,1100,"false",110,2290,10,"true","[objectObject]","[objectObject]",NA,"5","1489690406506","./data//room_1489689554622/memory_Module2_6.3.5.csv","room_1489689554622",5,TRUE,1,0.458333333333333,"20","F","1","B","200","A","AUX54WFI3ZVG6PT1JAL2",0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,1,2,1,3,2,0.1,"false",3,0.458333333333333,"Online Sync",1,3,22
"402","AU8XBJ7KGY2TN05WPV4E","2670","false","Module2","8",2400,1931.25,16,2400,"false",720,1680,30,"true","[objectObject]","[objectObject]",NA,"8","1488024699307","./data//room_1488023543219/memory_Module2_6.3.8.csv","room_1488023543219",8,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"403","AU8XBJ7KGY2TN05WPV4E","1520","false","Module2","9",2550,2081.25,17,2550,"false",765,1785,30,"true","[objectObject]","[objectObject]",NA,"9","1488024790783","./data//room_1488023543219/memory_Module2_6.3.9.csv","room_1488023543219",9,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"404","AU8XBJ7KGY2TN05WPV4E","3997","false","Module2","5",1650,1342.5,11,1650,"false",495,1155,30,"true","[objectObject]","[objectObject]",NA,"5","1488024454311","./data//room_1488023543219/memory_Module2_6.3.5.csv","room_1488023543219",5,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"405","AU8XBJ7KGY2TN05WPV4E","4309","false","Module2","7",2700,2175,18,2700,"false",810,1890,30,"true","[objectObject]","[objectObject]",NA,"7","1488024627905","./data//room_1488023543219/memory_Module2_6.3.7.csv","room_1488023543219",7,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"406","AU8XBJ7KGY2TN05WPV4E","6093","false","Module2","2",1650,1421.25,11,1650,"false",495,1155,30,"true","[objectObject]","[objectObject]",NA,"2","1488024220759","./data//room_1488023543219/memory_Module2_6.3.2.csv","room_1488023543219",2,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"407","AU8XBJ7KGY2TN05WPV4E","6851","false","Module2","1",1200,1140,8,1200,"false",360,840,30,"true","[objectObject]","[objectObject]",NA,"1","1488024139391","./data//room_1488023543219/memory_Module2_6.3.1.csv","room_1488023543219",1,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"408","AU8XBJ7KGY2TN05WPV4E","3716","false","Module2","3",1950,1668.75,13,1950,"false",585,1365,30,"true","[objectObject]","[objectObject]",NA,"3","1488024302710","./data//room_1488023543219/memory_Module2_6.3.3.csv","room_1488023543219",3,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"409","AU8XBJ7KGY2TN05WPV4E","1616","false","Module2","6",2250,1878.75,15,2250,"false",675,1575,30,"true","[objectObject]","[objectObject]",NA,"6","1488024537018","./data//room_1488023543219/memory_Module2_6.3.6.csv","room_1488023543219",6,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"410","AU8XBJ7KGY2TN05WPV4E","2655","false","Module2","4",1650,1438.125,11,1650,"false",495,1155,30,"true","[objectObject]","[objectObject]",NA,"4","1488024375170","./data//room_1488023543219/memory_Module2_6.3.4.csv","room_1488023543219",4,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"411","AU8XBJ7KGY2TN05WPV4E","940","false","Module2","10",2550,2040,17,2550,"false",765,1785,30,"true","[objectObject]","[objectObject]",NA,"10","1488024867420","./data//room_1488023543219/memory_Module2_6.3.10.csv","room_1488023543219",10,TRUE,0,1,"28","F","4","B","1000","B","AUMVF32Y1PSZBC4JGXK8",1,1,1,1,1,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,0,"false",1,1,"Online Sync",2,5,23
"412","AU8Y6TNO0KF1W3JVHPB2","7283","false","Module2","7",2700,2794.5,18,0,"false",0,2700,30,"true","[objectObject]","[objectObject]",NA,"7","1488032434860","./data//room_1488031516964/memory_Module2_6.3.7.csv","room_1488031516964",7,TRUE,1,0,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0,"Online Sync",2,2,17
"413","AU8Y6TNO0KF1W3JVHPB2","6540","false","Module2","1",2100,1903.5,14,1500,"false",450,1650,30,"true","[objectObject]","[objectObject]",NA,"1","1488031927802","./data//room_1488031516964/memory_Module2_6.3.1.csv","room_1488031516964",1,TRUE,1,0.714285714285714,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0.714285714285714,"Online Sync",2,2,17
"414","AU8Y6TNO0KF1W3JVHPB2","1950","false","Module2","9",2100,2186.625,14,0,"false",0,2100,30,"true","[objectObject]","[objectObject]",NA,"9","1488032583082","./data//room_1488031516964/memory_Module2_6.3.9.csv","room_1488031516964",9,TRUE,1,0,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0,"Online Sync",2,2,17
"415","AU8Y6TNO0KF1W3JVHPB2","23488","false","Module2","6",2100,2212.5,14,0,"false",0,2100,30,"true","[objectObject]","[objectObject]",NA,"6","1488032360504","./data//room_1488031516964/memory_Module2_6.3.6.csv","room_1488031516964",6,TRUE,1,0,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0,"Online Sync",2,2,17
"416","AU8Y6TNO0KF1W3JVHPB2","6864","false","Module2","8",2400,2266.425,16,1000,"false",300,2100,30,"true","[objectObject]","[objectObject]",NA,"8","1488032513609","./data//room_1488031516964/memory_Module2_6.3.8.csv","room_1488031516964",8,TRUE,1,0.416666666666667,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0.416666666666667,"Online Sync",2,2,17
"417","AU8Y6TNO0KF1W3JVHPB2","3507","false","Module2","10",2400,2505,16,0,"false",0,2400,30,"true","[objectObject]","[objectObject]",NA,"10","1488032661034","./data//room_1488031516964/memory_Module2_6.3.10.csv","room_1488031516964",10,TRUE,1,0,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0,"Online Sync",2,2,17
"418","AU8Y6TNO0KF1W3JVHPB2","8606","false","Module2","3",2100,2280,14,0,"false",0,2100,30,"true","[objectObject]","[objectObject]",NA,"3","1488032107311","./data//room_1488031516964/memory_Module2_6.3.3.csv","room_1488031516964",3,TRUE,1,0,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0,"Online Sync",2,2,17
"419","AU8Y6TNO0KF1W3JVHPB2","6604","false","Module2","4",2250,2246.25,15,1000,"false",300,1950,30,"true","[objectObject]","[objectObject]",NA,"4","1488032183195","./data//room_1488031516964/memory_Module2_6.3.4.csv","room_1488031516964",4,TRUE,1,0.444444444444444,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0.444444444444444,"Online Sync",2,2,17
"420","AU8Y6TNO0KF1W3JVHPB2","4281","false","Module2","5",2850,2565,19,2000,"false",600,2250,30,"true","[objectObject]","[objectObject]",NA,"5","1488032260297","./data//room_1488031516964/memory_Module2_6.3.5.csv","room_1488031516964",5,TRUE,1,0.701754385964912,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0.701754385964912,"Online Sync",2,2,17
"421","AU8Y6TNO0KF1W3JVHPB2","12640","false","Module2","2",2400,2345.25,16,1200,"false",360,2040,30,"true","[objectObject]","[objectObject]",NA,"2","1488032021857","./data//room_1488031516964/memory_Module2_6.3.2.csv","room_1488031516964",2,TRUE,1,0.5,"19","M","1","A","500","B","AUPWJO8QBMC2H6G097IF",0,0,0,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,2,2,0,"false",1,0.5,"Online Sync",2,2,17
"422","AU8YU7P3HXW5LEC61MZ9","8909","false","Module2","8",1950,1952.5,13,0,"false",0,1950,10,"true","[objectObject]","[objectObject]",NA,"8","1488025189987","./data//room_1488023923804/memory_Module2_6.3.8.csv","room_1488023923804",8,TRUE,1,0,"21","M","3","A","250","A","AUIGXS1W5FVCARUO80ZN",0,0,0,0,0,0,0,1,1,0,1,1,2,3,2,2,1,2,1,1,0,"false",3,0,"Online Sync",2,2,16
