"","session","auditrate","taxrate","period","subject","sujeto","group","grupo","profit","ncorrectret","profitret","declared","deduction","totaldeduction","cheat","type","audited","fine","deductionsgroup","receivedfromgroup","taxrateproposed","ncorrectsum","groupdg","profitdg","proposerdg","offerdg","age_subject","gender","trust","ideology","income","publictransport","taxes","drivingfast","moneyfound","lying","accidentaldamage","litter","drivingalcohol","jobapplication","buyingstolen","profitriskav","dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","dec10","hljump","safechoices","guessm2","guessm3","rankincome","lowincome","chile","init_pred","avg_pred","pred_correct","realdie","digitaldie","digitaldielie","lastroll","timeokdeclareok","subj_id","country","sess_code","totalprofit","timeokinitialinfook","timeokretaddingok","timeokresultsok","sess_id","audit","pred0","pred1","pred2","tax_20","tax_30","timedictator","timeokinicialriskaversionok","timeokloteriasok","lendmoney","lendstuff","dooropen","trustworthy","redistrib1","redistrib2","redistrib3","redistrib4","redistrib5","redistrib6","anx1","anx2","anx3","anx4","econself","nosecure","econcountrypers","econselfpers","digitaldie_actual","timeactualdiceok","timedigitaldiceok","econlosejob","own1","own2","own3","own4","own5","own6","own7","subjectivestatus2","norms","subjectivestatus1","own8","declared_frac","russia","oxford","shock","status","ncorrect_subjav","ncorrect_countrymed","ability_high","hh","amax","period1","c1","c2","c3","c4","c5","c6","c7","c8","c9","father_educ1","mother_educ1","family1","employment1","a51","b11","b21","b31","b41","b51","b61","b71","b81","social_active","parents_edhigh","grades_rating","grades_total","grades_calculus","grades_eligible","grades_relrating_inv","nosibling","T10","T20","T30","T40","T50","EndT","AR0","AR30","AR70","AR100","percevaded","difsalaries","highsalary","receiveshock","cost_comply","perform_high","non_fixed","subj_id1","avg_RET","treatment","treatment_lab","treatment2","treatment2_lab","HighTax"
"441",1,0,10,7,23,23,4,4,1652.5,11,1650,400,40,40,1,NA,0,0,170,42.5,NA,11,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.757575750350952,0,NA,NA,165,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"442",1,0,10,9,23,23,4,4,1522.5,10,1500,500,50,50,1,NA,0,0,290,72.5,NA,10,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.666666686534882,0,NA,NA,150,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"443",1,0,10,3,23,23,4,4,2130.125,14,2100,500,50,50,1,NA,0,0,320.5,80.125,NA,14,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.761904776096344,0,NA,NA,210,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"444",1,100,10,1,23,23,4,4,780.75,11,1650,30,3,975,1,NA,1,810,423,105.75,NA,11,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,23,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.981818199157715,0,NA,NA,165,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"445",1,0,10,10,23,23,4,4,1686.25,11,1650,50,5,5,1,NA,0,0,165,41.25,NA,11,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.969696998596191,0,NA,NA,165,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"446",1,100,10,4,23,23,4,4,885,12,1800,100,10,1030,1,NA,1,850,460,115,NA,12,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.944444417953491,0,NA,NA,180,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"447",1,0,10,6,23,23,4,4,1517.5,10,1500,300,30,30,1,NA,0,0,190,47.5,NA,10,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.800000011920929,0,NA,NA,150,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"448",1,100,10,6,23,23,4,4,821.25,10,1500,200,20,800,1,NA,1,650,485,121.25,NA,10,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.866666674613953,0,NA,NA,150,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"449",1,0,10,8,23,23,4,4,1651.25,11,1650,300,30,30,1,NA,0,0,125,31.25,NA,11,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.818181812763214,0,NA,NA,165,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"450",1,100,10,2,23,23,4,4,771.75,11,1650,20,2,980,1,NA,1,815,407,101.75,NA,11,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.987878799438477,0,NA,NA,165,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"451",1,100,10,7,23,23,4,4,697.5,9,1350,100,10,760,1,NA,1,625,430,107.5,NA,9,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.92592591047287,0,NA,NA,135,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"452",1,0,10,1,23,23,4,4,1831.25,12,1800,500,50,50,1,NA,0,0,325,81.25,NA,12,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,18,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.722222208976746,0,NA,NA,180,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"453",1,100,10,10,23,23,4,4,697.5,10,1500,0,0,900,1,NA,1,750,390,97.5,NA,10,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,0,NA,NA,150,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"454",1,100,10,5,23,23,4,4,802.5,11,1650,100,10,940,1,NA,1,775,370,92.5,NA,11,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.939393937587738,0,NA,NA,165,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"455",1,100,10,3,23,23,4,4,705,10,1500,0,0,900,1,NA,1,750,420,105,NA,10,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,0,NA,NA,150,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"456",1,0,10,4,23,23,4,4,1957.55004882812,13,1950,500,50,50,1,NA,0,0,230.199996948242,57.5499992370605,NA,13,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.743589758872986,0,NA,NA,195,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"457",1,0,10,2,23,23,4,4,1785.25,12,1800,600,60,60,1,NA,0,0,181,45.25,NA,12,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.666666686534882,0,NA,NA,180,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"458",1,100,10,9,23,23,4,4,825,12,1800,0,0,1080,1,NA,1,900,420,105,NA,12,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,0,NA,NA,180,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"459",1,100,10,8,23,23,4,4,705,10,1500,0,0,900,1,NA,1,750,420,105,NA,10,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,0,NA,NA,150,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"460",1,0,10,5,23,23,4,4,1666.25,11,1650,500,50,50,1,NA,0,0,265,66.25,NA,11,7,0,0,500,25,0,0,5,88,2,1,1,1,2,2,1,1,1,1,0.100000001490116,1,1,0,1,1,0,1,1,1,0,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26,123,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.69696968793869,0,NA,NA,165,0,0,NA,11.0500001907349,1,"Baseline",1,"Baseline",0
"461",1,100,10,10,24,24,2,2,2081.25,14,2100,2100,210,210,0,NA,1,0,765,191.25,NA,14,11,1000,1,0,22,0,0,5,10,1,1,1,3,3,3,1,1,1,1,2,0,0,1,0,0,0,0,1,1,1,3,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,124,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,210,1,0,NA,12.8500003814697,1,"Baseline",1,"Baseline",0
"462",1,0,10,5,24,24,2,2,1995,13,1950,0,0,0,1,NA,0,0,180,45,NA,13,11,1000,1,0,22,0,0,5,10,1,1,1,3,3,3,1,1,1,1,2,0,0,1,0,0,0,0,1,1,1,3,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,124,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,195,1,0,NA,12.8500003814697,1,"Baseline",1,"Baseline",0
"463",1,0,10,1,24,24,2,2,2220,14,2100,0,0,0,1,NA,0,0,480,120,NA,14,11,1000,1,0,22,0,0,5,10,1,1,1,3,3,3,1,1,1,1,2,0,0,1,0,0,0,0,1,1,1,3,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20,124,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,210,1,0,NA,12.8500003814697,1,"Baseline",1,"Baseline",0
"464",1,100,10,4,24,24,2,2,1653.75,11,1650,1650,165,165,0,NA,1,0,675,168.75,NA,11,11,1000,1,0,22,0,0,5,10,1,1,1,3,3,3,1,1,1,1,2,0,0,1,0,0,0,0,1,1,1,3,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,124,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,165,1,0,NA,12.8500003814697,1,"Baseline",1,"Baseline",0
"465",1,100,10,5,24,24,2,2,2362.5,16,2400,2400,240,240,0,NA,1,0,810,202.5,NA,16,11,1000,1,0,22,0,0,5,10,1,1,1,3,3,3,1,1,1,1,2,0,0,1,0,0,0,0,1,1,1,3,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,124,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,240,1,0,NA,12.8500003814697,1,"Baseline",1,"Baseline",0
"466",1,100,10,2,24,24,2,2,1953.75,13,1950,1950,195,195,0,NA,1,0,795,198.75,NA,13,11,1000,1,0,22,0,0,5,10,1,1,1,3,3,3,1,1,1,1,2,0,0,1,0,0,0,0,1,1,1,3,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,124,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,195,1,0,NA,12.8500003814697,1,"Baseline",1,"Baseline",0
