"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
13074,"false",700,"false",70,900,915,6,"G",2,"resultModule2","true","AU9ZWQR8JIK137T4C56H","[object Object]","[object Object]","NA",2,1518726710924,"lgc0"
12786,"false",150,"false",15,1050,1120,7,"K",2,"resultModule2","true","AU9OUC4YAQV6SM0KI8PE","[object Object]","[object Object]","NA",2,1518726714181,"lgc0"
9005,"false",750,"false",75,750,760,5,"G",2,"resultModule2","true","AUB74LVD2P6GCH5JI1YN","[object Object]","[object Object]","NA",2,1518726715076,"lgc0"
10074,"false",1800,"false",180,1800,1705,12,"K",2,"resultModule2","true","AUAZ82E3SFTUKNQ6BVPY","[object Object]","[object Object]","NA",2,1518726717463,"lgc0"
