"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
14368,"false","dataResult",41,"F",0,"A","true","AU9ZWQR8JIK137T4C56H","[object Object]","[object Object]","NA","NA",1518726496222,"lgc0"
26951,"false","dataResult",43,"M",3,"B","true","AUAZ82E3SFTUKNQ6BVPY","[object Object]","[object Object]","NA","NA",1518726508780,"lgc0"
26800,"false","dataResult",49,"F",6,"B","true","AUB74LVD2P6GCH5JI1YN","[object Object]","[object Object]","NA","NA",1518726510630,"lgc0"
29969,"false","dataResult",34,"M",7,"A","true","AU9OUC4YAQV6SM0KI8PE","[object Object]","[object Object]","NA","NA",1518726511775,"lgc0"
