"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
9573,"false","resultModule4",1,"A","0.80","NA","true","AU9ZWQR8JIK137T4C56H","[object Object]","[object Object]","NA","NA",1518726720723,"lgc0"
10887,"false","resultModule4",3,"-",0,"NA","true","AU9OUC4YAQV6SM0KI8PE","[object Object]","[object Object]","NA","NA",1518726725341,"lgc0"
10011,"false","resultModule4",8,"B","1.95","NA","true","AUB74LVD2P6GCH5JI1YN","[object Object]","[object Object]","NA","NA",1518726726430,"lgc0"
14058,"false","resultModule4",5,"A","0.80","NA","true","AUAZ82E3SFTUKNQ6BVPY","[object Object]","[object Object]","NA","NA",1518726731729,"lgc0"
