access, exit, bonus, terminated
AUYF8HGLWPXOIUBVSN4A, EXLW3NkausoAy209, 2.5525, false
AUPWJO8QBMC2H6G097IF, EITEhYl4kGBr8nWt, 2.9425, false
AU78H41UGBM90AXTEJPZ, EMpLFj7mtifrlI8G, 2.8525, false
AUFKIOJDXE8HPB7Z0VCW, EyxdqlDb31ZYUaXm, 1.9525, false
