"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
16552,"false","dataResult",29,"M",5,"A","true","AU4ZJSWE97NYIVRA5LGU","[object Object]","[object Object]","NA","NA",1518122001740,"lgc0"
43176,"false","dataResult",27,"M",5,"B","true","AU51IRVUO6C24ZNPS38T","[object Object]","[object Object]","NA","NA",1518122028301,"lgc0"
43672,"false","dataResult",42,"M",2,"A","true","AU546FCEMPSNKJ9TA3R7","[object Object]","[object Object]","NA","NA",1518122029550,"lgc0"
57710,"false","dataResult",21,"F",5,"B","true","AU4X63OAKJMPYFW0UZB9","[object Object]","[object Object]","NA","NA",1518122043017,"lgc0"
