access, exit, bonus, terminated
AU4X63OAKJMPYFW0UZB9, E0U7uSLzeErQMJT4, 4374.675, false
AU4ZJSWE97NYIVRA5LGU, EGbnHz2YDgEJd6pk, 2922.175, false
AU51IRVUO6C24ZNPS38T, E04kvYK5AsLReM8j, 3804.675, false
AU546FCEMPSNKJ9TA3R7, EJew2YrDoWVMcTIH, 2223.475, false
