"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
8748,"false",750,"false",225,750,802.5,5,"G",10,"resultModule2","true","AUH4GFEBVOI3D7P2QTYL","[object Object]","[object Object]","NA",10,1519936893623,"lgc0"
9722,"false",100,"false",30,1200,1447.5,8,"K",10,"resultModule2","true","AUHONJ2KPBDTZ09QW7LY","[object Object]","[object Object]","NA",10,1519936904417,"lgc0"
16832,"false",1950,"false",585,1950,1642.5,13,"G",10,"resultModule2","true","AUHK4WS129PBIDYGZ8QJ","[object Object]","[object Object]","NA",10,1519936914520,"lgc0"
22400,"false",900,"false",270,1800,1807.5,12,"K",10,"resultModule2","true","AUHBFXP7NR56MVCQSIZ8","[object Object]","[object Object]","NA",10,1519936914847,"lgc0"
8655,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUHONJ2KPBDTZ09QW7LY","[object Object]","[object Object]","NA","NA",1519942017533,"lgc0"
