"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
39238,"false",500,500,"A","AUHBFXP7NR56MVCQSIZ8","Module1","true","AUH4GFEBVOI3D7P2QTYL","[object Object]","[object Object]","NA","NA",1519934800460,"lgc0"
39393,"false",500,400,"B","AUH4GFEBVOI3D7P2QTYL","Module1","true","AUHBFXP7NR56MVCQSIZ8","[object Object]","[object Object]","NA","NA",1519934800662,"lgc0"
60110,"false",750,250,"A","AUHK4WS129PBIDYGZ8QJ","Module1","true","AUHONJ2KPBDTZ09QW7LY","[object Object]","[object Object]","NA","NA",1519934820698,"lgc0"
59952,"false",250,500,"B","AUHONJ2KPBDTZ09QW7LY","Module1","true","AUHK4WS129PBIDYGZ8QJ","[object Object]","[object Object]","NA","NA",1519934820752,"lgc0"
