access, exit, bonus, terminated
AUZ6N510COADMH7JIGST, EHesvzT8NcSWAum6, 4.28375, false
AUFX9P8WTBJDRUQVL762, EgrZaXqYLURNl4hG, 5.51075, false
AUMT14D2A9BRPH75KZGN, EXCBZhFqbMH1YNgp, 2.09675, false
AUAZ82E3SFTUKNQ6BVPY, EXtP5iJGmeDxKjaI, 3.95875, false
