access, exit, bonus, terminated
AUPVIL0Z91WFX2D65MQ8, EcaC8ez2fQ3ZEnP9, 3.0825, false
AUTQ0FP8EBMVYJS4UR3I, ESz7yqE6iHcXP3wU, 3.4175, false
