"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
3583,"false","resultModule4",3,"A","0.80","NA","true","AUXWDL2MC8YB9U7S5FAQ","[object Object]","[object Object]","NA","NA",1488021427804,"lgc0"
6536,"false","resultModule4",4,"A","1.00","NA","true","AUC7H1G6QNFVPSZKLW8T","[object Object]","[object Object]","NA","NA",1488021441534,"lgc0"
8333,"false","resultModule4",4,"B","1.95","NA","true","AUTAWLKOZ6J2P719SR5V","[object Object]","[object Object]","NA","NA",1488021454880,"lgc0"
18581,"false","resultModule4",8,"B","1.95","NA","true","AUNLOQV08K9E24SZMYGD","[object Object]","[object Object]","NA","NA",1488021484126,"lgc0"
